id,title,author,year,resource_type,availability,abstract
3199041,Reversed directions. Re-thinking sceattas in the Netherlands and England,"Theuws, F.                                                         2019",,Article / Letter to editor,metadata only,
86049,"Review of Schmidt-Hofner, S.; Ambos, C.; Eich, P. (2016) Raum-Ordnung. Raum und soziopolitische Ordnungen im Altertum.","Brysbaert, A.                                                         2019",,Book review,open access,
75616,Formal Modelling Approaches to Complexity Science in Roman Studies: A Manifesto,"Brughmans, T.; Hanson, J.W.; Mandich, M.J.; Romanowska, I.; Rubio-Campillo, X.; Carrignon, S.; ... ; Ritondale, M.                                                         2019",,Article / Letter to editor,open access,"Complexity science refers to the theoretical research perspectives and the formal modelling tools designed to study complex systems. A complex system consists of separate entities interacting following a set of (often simple) rules that collectively give rise to unexpected patterns featuring vastly different properties than the entities that produced them. In recent years a number of case studies have shown that such approaches have great potential for furthering our understanding of the past phenomena explored in Roman Studies. We argue complexity science and formal modelling have great potential for Roman Studies by offering four key advantages: (1) the ability to deal with emergent properties in complex Roman systems; (2) the means to formally specify theories about past Roman phenomena; (3) the power to test aspects of these theories as hypotheses using formal modelling approaches; and (4) the capacity to do all of this in a transparent, reproducible, and cumulative scientific framework. We present a ten-point manifesto that articulates arguments for the more common use in Roman Studies of perspectives, concepts and tools from the broader field of complexity science, which are complementary to empirical inductive approaches. There will be a need for constant constructive collaboration between Romanists with diverse fields of expertise in order to usefully embed complexity science and formal modelling in Roman Studies."
3200491,Elasmotherium sibiricum: de uitgestorven Siberische eenhoorn –uitkomsten van opzienbarend onderzoek.,"Kuitems, M.; Plicht, J. van der; Kolfschoten, T. van                                                         2019",,Article / Letter to editor,metadata only,
3200419,New dimensions in archaeology: 2D and 3D visualisations of Byzantine structures and their contents in the Athenian Agora,"Vroom, J.; Boswinkel, Y. van                                                         2019",,Article / Letter to editor,metadata only,
3199077,"Deciphering the complexity of a ‘simple’ mesolithic phenomenon: Indicators for construction, use and taphonomy of pit heart in Kampen (the Netherlands)","Huisman, D.J.; Niekus, M.J.L.T.; Peeters, J.H.M.; Geerts, R.C.A.; Müller, A.                                                         2019",,Article / Letter to editor,metadata only,
135485,Korwar: Northwest New Guinea ritual art according to missionary sources,"Corbey, R.H.A.                                                         2019",,Book (monograph),open access,
83102,Down by the River. A Late Bronze Age full-hilted sword from the river Meuse near Thorn and Wessem,"Amkreutz, L.; Fontijn, D.R.; Gentile, V.                                                         2019",,Part of book or chapter of book,open access,
82592,Het einde van een era. Romeins aardewerk uit de late 3e eeuw in Zuid-Holland,"Geerts, R.C.A.; Reigersman-Van Lidth de Jeude, W.F.                                                         2019",,Part of book or chapter of book,open access,
82136,"Architecture and Social Continuity at Neolithic Tell Sabi Abyad III, Syria","Akkermans, P.M.M.G.; Brüning, M.L.                                                         2019",,Part of book or chapter of book,open access,
72342,A bioavailable strontium isoscape for Western Europe: A machine learning approach,"Bataille, C.P.; Holstein, I.C.C. von der; Laffoon, J.E.; Willmes, M.; Liu, X.-M.; Davies, G.R.                                                         2018",,Article / Letter to editor,open access,"Strontium isotope ratios (87Sr/86Sr) are gaining considerable interest as a geolocation tool and are now widely applied in archaeology, ecology, and forensic research. However, their application for provenance requires the development of baseline models predicting surficial 87Sr/86Sr variations (“isoscapes”). A variety of empirically-based and process-based models have been proposed to build terrestrial 87Sr/86Sr isoscapes but, in their current forms, those models are not mature enough to be integrated with continuous-probability surface models used in geographic assignment. In this study, we aim to overcome those limitations and to predict 87Sr/86Sr variations across Western Europe by combining process-based models and a series of remote-sensing geospatial products into a regression framework. We find that random forest regression significantly outperforms other commonly used regression and interpolation methods, and efficiently predicts the multi-scale patterning of 87Sr/86Sr variations by accounting for geological, geomorphological and atmospheric controls. Random forest regression also provides an easily interpretable and flexible framework to integrate different types of environmental auxiliary variables required to model the multi-scale patterning of 87Sr/86Sr variability. The method is transferable to different scales and resolutions and can be applied to the large collection of geospatial data available at local and global levels. The isoscape generated in this study provides the most accurate 87Sr/86Sr predictions in bioavailable strontium for Western Europe (R2 = 0.58 and RMSE = 0.0023) to date, as well as a conservative estimate of spatial uncertainty by applying quantile regression forest. We anticipate that the method presented in this study combined with the growing numbers of bioavailable 87Sr/86Sr data and satellite geospatial products will extend the applicability of the 87Sr/86Sr geo-profiling tool in provenance applications."
82446,The first Pleistocene fossil records of Urtica kioviensis Rogow. (Urticaceae) and Potamogeton sukaczevii Wieliczk. (Potamogetonaceae) in the British Isles,"Field, M.H.; Lewis, S.G.                                                         2018",,Article / Letter to editor,open access,"Seeds of the extantRogow. (Urticaceae) and endocarps of the extinctWieliczk. (Potamogetonaceae) were recorded in diverse plant macrofossil assemblages recovered from organic sediments exposed during excavations at Saham Toney, Norfolk, UK. Aminostratigraphical data show the sediments were deposited during the Ipswichian (Last Interglacial) Stage. Palynological data indicates deposition during thepollen zone of the Ipswichian Stage—the latter part of pollen zone Ip IIb and Ip III. The records are noteworthy not only because they are the first in the British Pleistocene but also because of the geographical occurrences of these two species.is absent from the British flora today and has a modern range in central and eastern Europe (only extending as far west as north–east Germany and Denmark), while the extincthas only been recovered from Late Pleistocene sediments in Belarus, Lithuania, Poland and western Russia. The presence ofalong with other exotic species to the British Isles (e.g.L. andL., which today have central and southern ranges in Europe and in the case ofoccurs on other continents) may point to more continental conditions or warmer summer conditions during the second half of the Ipswichian Stage in southern Britain. No modern analogues occur in Britain for the assemblages recovered from Saham Toney. Evidence of colder winters or at least warmer summers at the time of deposition does not support the view that sea-level peaked in thezone of the Eemian Stage (correlated with the Ipswichian Stage) associated with increased oceanicity. Southern Britain would have been under the influence of the Atlantic Ocean and a degree of oceanicity is supported by the presence of two thermophilous taxa,and, in the pollen spectra from Saham Toney. Alternative explanations for the presence of these exotic species are that they were tolerating mild winters and cooler summers at the time of deposition or exploiting suitable micro-environments. The distribution ofis probably an artefact of the distribution of expertise in the identification offossil endocarps rather than having any palaeogeographic or palaeoclimatic significance. It is an extinct ancestor of the extantA. Benn, an eastern Asian pondweed. Its discovery in Britain encourages a reassessment of plant macrofossil assemblages from western Europe, which may lead to a consideration of the relationship between the Late Pleistocene vegetation of Europe and eastern Asia."
72088,fiReproxies: A computational model providing insight into heat-affected archaeological lithic assemblages,"Sorensen, A.C.; Scherjon, F.                                                         2018",,Article / Letter to editor,open access,"Evidence for fire use becomes increasingly sparse the further back in time one looks. This is especially true for Palaeolithic assemblages. Primary evidence of fire use in the form of hearth features tends to give way to clusters or sparse scatters of more durable heated stone fragments. In the absence of intact fireplaces, these thermally altered lithic remains have been used as a proxy for discerning relative degrees of fire use between archaeological layers and deposits. While previous experimental studies have demonstrated the physical effects of heat on stony artefacts, the mechanisms influencing the proportion of fire proxy evidence within archaeological layers remain understudied. This fundamental study is the first to apply a computer-based model (fiReproxies) in an attempt to simulate and quantify the complex interplay of factors that ultimately determine when and in what proportions lithic artefacts are heated by (anthropogenic) fires. As an illustrative example, we apply our model to two hypothetical archaeological layers that reflect glacial and interglacial conditions during the late Middle Palaeolithic within a generic simulated cave site to demonstrate how different environmental, behavioural and depositional factors like site surface area, sedimentation rate, occupation frequency, and fire size and intensity can, independently or together, significantly influence the visibility of archaeological fire signals."
62359,Visualizing cityscapes of Classical antiquity : from early modern reconstruction drawings to digital 3D models,"Piccoli, C.                                                         2018",,Doctoral Thesis,open access,"The amount of 3D modelling applications in archaeology has increased enourmously over the last decade. 3D recording techniques allow researchers to quickly and accurately document archaeological evidence, and 3D reconstructions have created new possibilities to communicate the results to a larger public. In this latter case, however, numerous scholars have expressed their concern regarding the ethics of such digital representations, since they give prominence to a crystallized image of the past. The study presented here aims to make a practical contribution to a new understanding and use of 3D reconstructions, namely as “laboratories” to test hypotheses and visualize and evaluate alternative interpretations.  In order to do so, an analysis of visual reconstructions of the early and late modern period is presented first, followed by a discussion of current applications of 3D digital reconstructions, with a special focus on cityscapes. Lastly, the implementation of a research-driven, intellectually transparent and GIS-based 3D reconstruction is proposed for the urban site of Koroneia, in Boeotia, Central Greece. With a strong focus on the automation and iteration of the reconstruction process, our 3D visualization provides an intuitive insight into hidden relationships and associations among data, and allows the creation and evaluation of alternative reconstruction hypotheses."
66557,Paleo-barbecue? Vergeet vooral de groente niet!,"Dusseldorp, G.L.                                                         2018",,Blog entry,open access,"De zon schijnt! Tijd voor houtskool, vlees en rosé in de buitenlucht. Zo’n barbecue voelt erg ‘paleo’: vuur maken, kippenpoten aan laten branden en dan toch opeten. Een klein beetje coleslaw voor de vorm. Aten onze voorouders ook zo? Dat is maar de vraag."
61830,"Landscape, land-change and well-being in the Lesser Antilles: case studies from St. Kitts and the Kalinago Territory, Dominica","Stancioff, C.E.                                                         2018",,Doctoral Thesis,closed access,"This research investigates the changing landscape and land use in two case studies of the coastal villages of St. Kitts and the Kalinago Territory of Dominica. By integrating human and ecological aspects of agrarian landscapes, this research analyzes how land degradation or land change impacts cultural ecosystem services, that ultimately disrupts community wellbeing. First, as a primary goal, the research focus is established together with local communities or stakeholders, identifying both direct and indirect causes of landscape change. Second, by using a variety of qualitative and quantitative methods, but grounded in local participation, the research indicates that landscape change never happens in a vacuum but rather, it is always a part of a larger socio-political context and historical background that must be considered. In both case studies, there remains emphasis on the tangible, as results not only lead to new directions in landscape research but also deliverables used by community stakeholders for continued land sustainability. By investigating the synergies of nature and community within landscape change, this research proposes that local communities assert local agency. This moves away from how local communities fit into global phenomena of land change, to how communities can assert their diversity within a global process."
3718063,Ethnobotany of the Sierra Nevada del Cocuy-Güicán: climate change and conservation strategies in the Colombian Andes,"Alcantara Rodriguez, M.; Angueyra, A.; Cleef, A.M.; Andel, T. van                                                         2018",,Article / Letter to editor,open access,"BackgroundThe Sierra Nevada del Cocuy-Güicán in the Colombian Andes is protected as a National Natural Park since 1977 because of its fragile páramo ecosystems, extraordinary biodiversity, high plant endemism, and function as water reservoir. The vegetation on this mountain is threatened by expanding agriculture, deforestation, tourism, and climate change. We present an ethnobotanical inventory among local farmer communities and discuss the effects of vegetation change on the availability of useful plants.MethodsWe used 76 semi-structured, 4 in-depth interviews, and 247 botanical collections to record the ethnoflora of the farmers and surveyed from the high Andean forest to the super-páramo, including native and introduced species. We organized 3 participative workshops with local children, high school students, and campesinos’ women to share the data we acquired in the field and empower local plant conservation awareness.ResultsWe encountered 174 useful plants, most of them native to the area (68%) and almost one third introduced (32%). The Compositae was the most species-rich family, followed by Lamiaceae, Poaceae, and Rosaceae. The majority of plant species were used as medicine, followed by food, firewood, and domestic tools. Local farmers reported declining numbers of páramo species, which were now only found at higher altitudes than before. Although our informants were worried about the preservation of their natural resources and noticed the effects of climate change, for several commercial species, unsustainable land use and overharvesting seemed to be the direct cause of declining medicinal plant resources rather than climate change.ConclusionsWe recommend conservation plans that include vegetation monitoring, people’s perceptions on climate change, and participative actions with the communities of the Sierra Nevada del Cocuy-Güicán."
61828,Molluscs in the Levantine Upper Palaeolithic: implications for modern human diets and subsistence behaviour,"Bosch, D.M.                                                         2018",,Doctoral Thesis,open access,"This thesis investigates the subsistence behaviour of Early Upper Palaeolithic (EUP) Homo sapiens based on the remains of molluscs and terrestrial fauna recovered from the Ksâr ‘Akil rockshelter (Lebanon). The results tie into the debate around the dispersal of modern humans into Europe. In this thesis, a multi-proxy chronological approach was applied providing ages for the modern human occupation and behavioural adaptations just outside Europe. At the onset of the Upper Palaeolithic groups at Ksâr ‘Akil relied mainly on terrestrial food resources, which shifted later, during the early Ahmarian, gradually to more extensive exploitation of smaller bodied taxa including the introduction of marine and terrestrial snails into the diet. Oxygen isotope analysis of marine mollusc taxa showed that shellfish exploitation was practiced in all seasons and thus played a central role in EUP foraging strategies. Equally this implies that the site was occupied during different times of the year. With regard of the implications for EUP Homo sapiens, shellfish as a dietary supplement throughout the year enhances the diet nutritionally and likely contributes to healthier populations. This in turn might have facilitated population growth and increased population density in an area that fuelled the modern human dispersals into Europe."
62212,Optically stimulated luminescence dating of Palaeolithic cave sites and their environmental context in the western Mediterranean,"Dörschner, N.                                                         2018",,Doctoral Thesis,open access,"The Western Mediterranean is a key region to understand human dispersal events within and out of the African continent as well as for the eventual replacement of Neanderthals by anatomically modern humans during the Pleistocene. Central to any conclusive interpretation of archaeological and palaeoclimatic datasets that can be found in Palaeolithc caves is the establishment of a reliable chronostratigraphic framework for the investigated site. In this thesis, Optically Stimulated Luminescence (OSL) dating was applied to determine the burial age of sedimentary deposits at three Palaeolithic cave sites in the Western Mediterranean - the Thomas Quarries and Rhafas, both Morocco, and Vanguard Cave, Gibraltar. Dating results were coupled with archaeological, sedimentological and geological proxy data to allow conclusive statements regarding the timing of human occupation phases and the appearance of technological innovations at the sites, local site formation processes and palaeoenvironmental conditions in the region in the past. Reliable OSL chronologies were developed for stratigraphical sequences at Rhafas and Vanguard Cave, while the applied standard single-grain dating turned out to be an inadequate technique for age determination of the Thomas Quarries sediments."
67810,Engaging Youth Audiences in Caribbean Museums,"Ariese, C.E.                                                         2018",,Article / Letter to editor,open access,"Community engagement has become a central and essential aspect of the museum process. As part of this shift in focus, museums are broadening their scope and aim to be inclusive to a multitude of communities. One of the audience groups that museums are specifically seeking to engage are youth audiences. This paper discusses youth engagement by presenting examples from museums in the Caribbean. It attempts to increase the diversity of the museological debate by extending the discussion to practices from the Caribbean region.The paper begins by contextualizing the discussion: the history of the purpose of museums as educational institutions is linked to the contemporary transformation to museums as social agents. Youth engagement is placed partially within educational theories, although the important role of museums as facilitators for social inclusion and cultural performances is also stressed. Theoretical concepts are used to present a number of ways in which youth audiences can be defined, for instance by learning style or visiting group. The core of the paper is a collection of Caribbean examples of youth engagement processes or projects grouped by different approaches and desired outcomes. It concludes with a plan of action for youth engagement in museums."
3202973,Glass and glass production in the Oman peninsula in antiquity reconsidered - chemical and mineralogical investigation of sands,"Van Ham-Meert, A.; Dillis, S.; Overlaet, B.; Degryse, P.A.I.H.                                                         2018",,Article / Letter to editor,metadata only,"A batch of green- and amber-coloured glass chunks and unguentaria dating from the first century CE was found in 2007 at Dibba al Hisn, a site on the Arabian Sea coast of the United Arab Emirates (UAE). Its elemental and isotopic composition revealed the glass to be of a previously unknown plant ash glass type, different from known contemporary Roman, Mesopotamian, and Indian glass. The Sr isotopic composition of the glass corresponds to locally available plants, pointing to the possible existence of a first-century CE local glass production centre. To explore this possibility, sands from around the UAE were analysed to establish their suitability for glass making and correspondence with the Dibba finds. This paper presents the results of the elemental analysis of fourteen sands. The analysis, performed using inductively coupled plasma optical emission spectroscopy (ICP-OES), revealed all sands to be rich in lime and alumina. X-ray diffraction revealed the presence of calcite and other carbonate minerals, as well as antigorite and quartz. Comparison of the sand compositions to average first-century CE non-Roman glass found at Dibba showed them to be unsuitable as raw material for producing the glass of Dibba. The evidence thus identifies this glass batch as imported, contrary to what was suggested before. This paper also reviews the occurrence of thick-walled unguentaria in the region."
72463,The Life History of an Enslaved African: Multiple Isotope Evidence for Forced Childhood Migration from Africa to the Caribbean and Associated Dietary Change,"Laffoon, J.E.; Espersen, R.; Mickleburgh, H.L.                                                         2018",,Article / Letter to editor,open access,"Archaeological excavations of an enslaved African domestic area at the Spring Bay Flat plantation on the island of Saba, Dutch Caribbean, uncovered a small concentration of artefacts (shell, metal nails, animal bones and five human teeth) overlaid with a lock hinge, interpreted as a lockbox and its contents. Dental anthropological and multi‐isotope (strontium, oxygen, carbon and nitrogen) analyses of the teeth revealed that they belonged to a single individual who originated from Africa and survived a period of pronounced nutritional stress as a juvenile. The results provide rare insights into the life history of an individual who probably experienced enslavement, (forced) migration from Africa and adaptation to plantation life in the colonial‐era Caribbean."
82448,Investigating Late Neolithic ceramics in the northern Levant: the view from Shir,"Nieuwenhuyse, O.P.; Daskiewicz, M.; Schneider, G.                                                         2018",,Article / Letter to editor,open access,"This paper presents a review of the ceramic investigations at the Late Neolithic site of Shir. Situated in Western Syria the site occupies a central position in the so-called ‘Levantine corridor’, which linked the southern Levant, Central Anatolia, and Upper Mesopotamia in the Neolithic. The ceramic sequence covers a period of several centuries between7000 and 6450 cal BC. The pottery analysis combined bulk processing in the field and archaeometric work in the laboratory to construct a viable ceramic categorization. This paper discusses long-term ceramic trends that follow the first appearance of pottery in the northern Levant, including the development of pottery containers for storage."
61632,"Time, History and Ritual in a K’iche’ Community: Contemporary Maya Calendar Knowledge and Practices in the Highlands of Guatemala","Akker, P. van den                                                         2018",,Doctoral Thesis,open access,"This work analyzes ritual practices and knowledge related to the Mesoamerican calendar with the aim of contributing to the understanding of the use and conceptualization of this calendar system in the contemporary K’iche’ community of Momostenango, in the Highlands of Guatemala. The research presented here discusses the indigenous calendar system, forms of synergy between the Christian and the Highland Guatemalan calendar, the indigenous perception of history and continuity in time-related symbolism.Van den Akker argues that the social role of cultural anthropologists and archaeologists is to contribute to the ongoing process of cultural healing and spiritual recovery of the peoples that suffer(ed) from colonization and oppression. This study therefore places an emphasis on cultural continuity and approaches the continuation of Maya calendar practices as a possible tool for restoring breaks in social memory, which are caused by dramatic events such as colonization."
82450,Testing the Sternal Clavicle Ageing Method on a Post‐Medieval Dutch Skeletal Collection,"Blom, A.A.; Inskip, S.A.; Baetsen, W.A.; Hoogland, M.L.P.                                                         2018",,Article / Letter to editor,open access,"When a new method is produced, it should be assessed for accuracy and reliability before widespread use. A new method by Falys and Prangle for estimating age from degeneration of the sternal end of the clavicle is tested in this paper on an 18th–19th‐century known‐age Dutch population (80 clavicles). Intra‐ and inter‐observer tests (Cohen's kappa) revealed slight to moderate agreement (= 0.100–0.425 and 0.106–0.534 respectively). However, owing to large age ranges, 87% accuracy was achieved. Methodological improvements are suggested that could help the method further to improve age estimates for the elderly in past populations."
66042,"Bedachten onze voorouders 70.000 jaar geleden De Stijl, en niet Mondriaan?","Dusseldorp, G.L.                                                         2018",,Blog entry,open access,"Kunst is een uniek modern menselijk talent. Hoe verfijnd de stenen werktuigen van Homo erectus en de Neanderthalers ook waren, kunstenaars waren ze niet. Of tenminste, dat hielden archeologen lang en op hoog volume vol. Tot de datering in februari van een Spaanse grotschildering. Die bleek 65.000 jaar oud. Toen leefden er geen moderne mensen in Spanje, maar (voor zover we weten) alleen Neanderthalers."
82447,87Sr/86Sr data indicate human post-juvenile residence mobility decreases over time-elapsed since initial Holocene island colonization in the Pacific and Caribbean,"Laffoon, J.E.; Leppard, T.P.                                                         2018",,Article / Letter to editor,open access,"During the Holocene colonization of islands in the Pacific and Caribbean by agropastoral and horticulturalist communities, a variety of proxies (material, genetic, zoogeographic etc.) indicate substantial inter-island and inter-community contact. It has been suggested that this contact represents an adaptive response to mitigate intrinsic demographic fragility during the initial phases of island colonization, and that this exogamous imperative faded in the aftermath of initial dispersal as overall population density increased. Here, we evaluate this model by synthesizing and comparing increasingly available 87Sr/86Sr data from funerary populations in the Pacific and Caribbean. After performing basic hygienic discrimination, we conclude that the Caribbean data—both from across the region, and on an intra-site/island basis—lend support to this model, with high early in-migration succeeded by comparatively low in-migration in a relationship which, based on chi-square tests, is statistically significant (1,= 290) = 4.046,= 0.044). The Pacific situation is more complex, with data from the Bismarck Archipelago and northern Solomon Islands skewing the analysis. However, in considering these data in detail, we demonstrate that there are reasons to suppose that the Pacific data may also tentatively support a model of high rates of in-migration being replaced later in settlement histories by comparatively low rates. We conclude by highlighting future directions for this incipient research program."
68843,NEARCH-onderzoek legt het draagvlak voor de archeologie bloot,"Dries, M.H. van den; Boom, K.H.J.                                                         2018",,Contribution for newspaper or weekly magazine,open access,
72111,"Exploring the concept of teaching sea travel: Experiences from Valverde and Montecristi, Dominican Republic.","Con Aguilar, E.; Slayton, E.R.; Hofman, C.L.                                                         2018",,Article / Letter to editor,open access,"This article presents the results of a case study in the Dominican Republic on the educational applications of seascapes as content for teaching about the indigenous peoples, the Amerindians, also referred to in the school curriculum as the first inhabitants. This study applied base knowledge theory to investigate how teachers’ practice can benefit from using archaeological evidence and theory as an instructional strategy. To this end, we utilized participatory action research methods to involve teachers in the process of exploring activities to test whether teachers could apply these topics and strategies to their own classroom setting. Finally, this paper contributes to a growing field of research in Archaeology Education, in which educators are partners with researchers in transferring archaeological knowledge to learning situations."
77350,Engineering Empire: A Provincial Perspective on the Middle Assyrian Empire,"Düring, B.S.                                                         2018",,Part of book or chapter of book,open access,
3203188,Landscape archaeology and urbanism at Meninx: results of geophysical prospection on Jerba (2015),"Ritter, S.; Ben Tahar, S.; Fassbinder, J.W.E.; Lambers, L.S.L.                                                         2018",,Article / Letter to editor,metadata only,
3673951,"Mulas, tambos y plata: los nuevos materialismos en los Andes coloniales","Corcoran-Tadd, N.E.                                                         2018",,Article / Letter to editor,open access,"Recent discussions of a renewed materialist approach (often referred to as the new materialisms) have fostered a revisit-ing of some of the foundational tenets – ontological, epistemological, ethical – of the social sciences. e challenges andpossibilities raised in these discussions between historians, archaeologists, geographers, and political ecologists have thepotential to open new perspectives on the nature and ethics of research practice, representation, and the objects of ourstudy. is article takes the form of an experimental intervention, highlighting the multiple intersections between recentdiscussions in new materialist political ecology and archaeological approaches to practice and representation. A casestudy exploring the historical archaeology of the colonial Andes provides a brief yet concrete examination of some of thepotential impacts of a new materialist approach, highlighting new foci on labor, animal history, and the ‘slowness’ ofarchaeological practice."
68216,And the river meanders on...the intertwined occupation and vegetation history of the river area Maaskant and adjacent sand area of Oss (Netherlands) in Late Prehistory till Early Roman Period,"Jansen, R.; Bakels, C.                                                         2018",,Part of book or chapter of book,open access,"The river area Maaskant and adjacent sand area of Oss, located ‘between’ the current course of the river Meuse and the city Oss, are among the most intensively researched regions in the Netherlands. Extensive archaeological and palynological research provides ample opportunities for an interregional research of the occupation and vegetation history of both areas. This article describes the intertwinement between the Holocene river area and the adjacent Pleistocene sandy soils, to eventually get a first insight of the relation(s) between the inhabitants of both regions in late prehistoric and Early Roman period (3000 BC – 250 AD)."
68215,Maintaining fertility of Bronze Age arable land in the northwest Netherlands,"Bakels, C.C.                                                         2018",,Part of book or chapter of book,open access,Stable isotope analysis of charred Bronze Age emmer wheat and barley excavated in the northwest Netherlands reveals high values of δ15N. Cultivation of the same cereal species under controlled circumstances on the appropriate substrates provided baselines indicating that the prehistoric cereal fields must have been manured. Reconstruction of the size of the arable fields and livestock suggests that animal dung cannot have been the only source of fertilizer. Application of household waste and mud from ditches is considered as well as a possible effect from burning stubble. Growing of pulses was not practiced and therefore this method of ameliorating the soil has to be left out of the question. The outcome of the study presented here is that the Bronze Age farmers of the northwest Netherlands used several means to maintain the fertility of their arable land and that they may have adapted their strategy according to circumstances.
3203030,"SETinSTONE? A retrospective impact assessment of human and environmental resource usage in Late Bronze Age Mycenaean Monumental Architecture, Greece.","Brysbaert, A.; Klinkenberg, V.; Boswinkel, Y.; Turner, D.; Timonen, R.; Stoger, H.; Sioumpara, E.                                                         2018",,Article / Letter to editor,open access,"The influence of monumental construction on its human and material surroundings can be explored excellently in the context of Late Middle and Late Bronze Age (LBA) Mycenaean Greece. The overall aim of the ‘SETinSTONE’ project is precisely this: to assess if and how monumental building activities in LBA Greece impacted the political and socio-economic structures of the Mycenaean polities in the period between 1600 and 1100 BC, and how people responded to changes in these structures. We are especially concerned with the processes and practices that created such monumental and public works in the Aegean Late Middle to LBA Argolid and how these compare to contemporary structures from both Attica and Achaia."
68222,Bronze Age ancestral communities. New Research of Middle Bronze Age burials in the barrow landscapes of Apeldoorn-Wieselseweg,"Fontijn, D.R.; Louwen, A.J.; Bourgeois, Q.; Smits, L.; Linde, C. van der                                                         2018",,Part of book or chapter of book,open access,"In the natural reserves of the Veluwe in the centre of the Netherlands, there are hundreds of mounds that are registered as ‘prehistoric burial mounds’ (Fontijn 2011, table 1.1). Some are protected as National Heritage, but many are not. Only a small part has ever seen professional archaeological investigation, and there are many for which no more is known than that they are likely to represent ‘prehistoric burial sites’. This applies particularly to mounds in the municipality of Apeldoorn, where large numbers are known to exist and fortunately protected as heritage, but where in most cases not much is known on their dating, nature or potential significance as source of knowledge on the past. This article presents the results of a fieldwork campaign where three newly discovered, small barrows were investigated that are part of a much larger barrow landscape on which so far nothing was known. In spite of their small size and the fact that some were heavily damaged by forest ploughing, the research yielded detailed information on their use history and the social and ritual significance that they had in the Bronze Age. Even the most inconspicuous mound, of which it was initially seriously doubted whether it was a prehistoric monument, appears to contain the remains of many special prehistoric features. It is argued that this small group of three barrows dates to the beginning of the Middle Bronze Age, the period between the 18th and 15th centuries BC and probably represents what was perceived as one ‘community of ancestors’ among a larger ancestral whole. There are indications that it originated around a location that had an older – Late Neolithic – history. It is suggested that this monument had a special role and was the focus of ceremonial activities the likes of which have so far not been detected in the Netherlands: the deposition of loads of stones and pottery in a pit row directed at the location where a barrow would eventually be constructed. Deceased were buried at two locations nearby, both of whom were also covered by mounds. These were collective graves, in which many deceased of both sexes and all ages were buried and no clear distinctions between deceased were emphasized in the burial rituals. There are similarities in the mode of interment in both mounds, and we suggest these barrows are each other’s successors. The fieldwork at the Wieselseweg shows the high potential small-scale research of inconspicuous and damaged burial mounds can have to further our knowledge on the prehistoric legacy of the Netherlands."
66550,Named Entity Recognition in Dutch Archaeological Research Reports,"Brandsen, A.; Verberne, S.; Wansleeben, M.                                                         2018",,"Still image (photo, video, movie)",open access,
68847,Long-Term Settlement Trends in Jordan’s Northeastern Badia:The Jabal Qurma Archaeological Landscape Project,"Akkermans, P.M.M.G.; Huigens, H.O.                                                         2018",,Article / Letter to editor,open access,
68841,PIA Tambos de Palca 2015: Avances en los estudios de la arqueología del tambo histórico,"Corcoran-Tadd, N.E.; Chauca, G.                                                         2018",,Part of book or chapter of book,open access,
82153,Bringing it all back home. The Ommerschans hoard returns to the Netherlands after almost a century,"Amkreutz, L.; Fontijn, D.R.                                                         2018",,Article / Letter to editor,open access,
77096,Grafheuvels bij Arnhem. Opgravingen op het landgoed Warnsborn 1947-’48,"Louwe Kooijmans, L.P.                                                         2018",,Article / Letter to editor,open access,
67664,A tradition of Middle Palaeolithic fire making inferred from microwear analysis,"Sorensen, A.C.; Claud, E.                                                         2018",,Abstract,open access,"We present here the first direct evidence for regular fire making by Neandertals. Isolated zones of macroscopic and microscopic traces suggesting repeated percussion and/or forceful abrasion with a hard mineral material were identified on dozens of large late Middle Palaeolithic bifacial tools using microwear analytical techniques. These bifaces were curated tools used for relatively long periods of time, and therefore possess a higher probability of preserving traces from multiple uses, including more infrequent activities. Both the distribution and nature of the observed mineral polish and associated striations are in many respects comparable to those obtained experimentally by obliquely percussing fragments of pyrite (FeS2) against the flatter 'faces' of a biface to make fire. The striations are always oriented roughly parallel to the long axis of the tool and are in some cases crosscut by subsequent flake removals, together arguing against a taphonomic origin for these traces. Such a percussive method is effective at regularly producing sparks that are easily directed towards tinder material while leaving the edges of the tool sharp for other tasks. These directional percussive and frictive use wear traces are present on bifacial tools recovered from archaeological layers primarily attributed to the Mousterian of Acheulean Tradition (MTA) technoculture (ca. 50,000 years BP) at multiple sites throughout France. We discuss findings from five of these sites: Chez-Pinaud/Jonzac (Charente-Maritime) and Pech de l’Azé I, Fonseigner, Bout des Vergnes and Meyrals in the Dordogne. The use of bifaces as strike-a-light tools is a technocultural feature shared among the MTA peoples that represents the ‘smoking gun’ attesting to Neandertal fire making capabilities."
72113,Des Mésolithiques d’ici et d’ailleurs à Auneau «l’Hermitage» (Eure-et-Loir) : questionnement sur la mise en place et la fossilisation du gisement,"Deschamps, A.; Liard, M.; Chamaux, G.; Musch, J.; Guéret, C.; Hamon, C.; Soressi, M.A.                                                         2018",,Part of book or chapter of book,open access,
