id,title,author,year,resource_type,availability,abstract
135511,Designing context-aware systems: A method for understanding and analysing context in practice,"Engelenburg, S. van; Janssen, M.; Klievink, B.                                                         2019",,Article / Letter to editor,open access,
87076,Mapping Sentiment: National Anthems and Interstate War,"Bobic, M.; Kantorowicz, J.                                                         2019",,Article / Letter to editor,open access,
3198614,Explaining the Emergence of International Parliamentary Institutions: The Case of the Benelux Interparliamentary Consultative Council,"Verdoes, A.                                                         2019",,Article / Letter to editor,metadata only,
80374,State‐led wage devaluation in Southern Europe in the wake of the Eurozone crisis,"Afonso, A.                                                         2019",,Article / Letter to editor,open access,"South European labour markets have gone through a substantial level of downward adjustment in wages (internal devaluation) and liberalisation in the aftermath of the Eurozone crisis. Yet, there have been differences in the extent of change between Greece, Portugal, Spain and Italy. These differences cannot be explained by the size of the economic crisis alone. While existing analyses focus on the extent of external pressure or party ideologies, this article focuses on the pre‐existing level of regulation by the state as opposed to regulation by social partners. It shows that devaluation and liberalisation were the most extensive in countries where governments possessed more tools to force down wages (statutory job protection, state regulations of collective bargaining, minimum wages), sometimes even against the will of employers. In contrast, countries with a higher level of autonomy for social partners (and fewer policy instruments available to governments to influence wages) devalued less. In some cases, the crisis led to more power to the state, rather than less. The article shows that state intervention can be a facilitator rather than a barrier to wage adjustment."
79402,The role of advisory commissions in the emergence of cross-cutting policy issues: comparing innovation policy in Norway and Germany,"Christensen, J.; Serrano Velarde, K.                                                         2019",,Article / Letter to editor,open access,"The article examines the role of policy advisory bodies in the emergence of national innovation policy. Cross-cutting policy issues such as innovation policy pose unique challenges to governments. Given that they do not fit neatly within the purview of existing government departments, it is often unclear who is responsible for dealing with a given issue. Issues may go unaddressed or else be subject to competing initiatives from different departments. What role do policy advisory bodies play in addressing and advancing cross-cutting policy issues? The article examines how the issue of innovation policy was taken up and addressed by policy advisory bodies in two empirical cases: Norwegian ad hoc advisory commissions examining innovation policy during the period 1972–2016, and the German standing expert commission for science and innovation formed in 2006. The article finds that policy advice on innovation was adopted to a varying extent by the political-administrative system. It argues that this can be attributed to the organisation of advisory bodies and to the efforts of these bodies to establish connections and draw bridges across an entrenched political landscape."
3239058,Fiscal decentralization or centralization: diverging paths of Chinese cities,"Yang, S.                                                         2019",,Article / Letter to editor,open access,"If fiscal decentralization promotes growth, why do some regions decentralize more than others? This article identifies the growing divergence of fiscal centralization among Chinese cities and explains it in a public finance framework. It argues that fiscal decentralization and its economy-liberalizing effect entail significant short-term fiscal risk. The more a locality relies on uncompetitive business ownership for fiscal revenue, the less likely fiscal decentralization is to occur. This article compiles a dataset of 20 provincial capitals between 1999 and 2016 to test for the connection between a city’s tax base and its fiscal centralization level. It then pairs two “most similar” cities to trace how fiscal security concerns drove their fiscal and economic policies apart. This article adds a micro-level perspective to the literature on fiscal federalism. By pointing out the fiscal constraints confronting local governments, it offers a new angle to understand the different growth paths of Chinese cities."
3642386,Leading towards inclusiveness: developing a measurement instrument for inclusive leadership,"Ashikali, T.S.                                                         2019",,Article in monograph or in proceedings,open access,"To date there is no clear understanding of which leadership behaviours are needed for developing an inclusive workplace. This paper conceptualizes inclusive leadership and develops this into a comprehensive measurement scale that can be used in quantitative studies to empirically assess the link between inclusive leadership and organizational inclusiveness. Inclusive leadership involves stimulating cognitive processes that enable individuals to express their uniqueness while, at the same time, support affective processes that foster a shared team identity and individuals’ feelings of belongingness. Measurement items are developed from a theoretical framework and validated through cognitive interviews with different groups of public employees and experts on survey research. The survey was distributed among employees of four Dutch public organizations (N= 304). Exploratory and confirmatory factor analyses show that inclusive leadership indeed consists of two factors, namely a cognitive and affective dimension. Inclusive leadership involves encouraging diverse team members to value, exchange, discuss and learn from their different backgrounds, perspectives and ideas. The measurement instrument can be used to examine how inclusive leadership can contribute to a climate of inclusion, and affect team outcomes. Limitations of this study are related to the cross-sectional data that was used for both explorative and confirmative validity tests. Future research to test linkages between inclusive leadership, inclusive climate, and performance is proposed."
76556,Scientific cooperation in the Eastern neighbourhood,"Toshkov, D.D.; Mazepus, H.; Ramasheuskaya, I.; Chulitskaya, T.; Rabava, N.                                                         2019",,External research report,open access,
85756,Onderwijs in de christelijke religie. De remonstrantse catechismus van 1640. Tekst met inleiding en vertaling,"Magliano-Tromp, J.                                                         2019",,Book (monograph),open access,
81733,Balanceren en experimenteren. Wetenschap en praktijk van publiek management,"Groeneveld, S.M.                                                         2019",,Article / Letter to editor,open access,"Increasing demands and competing values force public organizations to introduce new organizational forms that veer away from rigid bureaucratic structures while remaining in control. How do public managers and their employees deal with the dilemmas that these decentralized and organic ways of organizing entail? On the one hand it must be prevented that public managers fall back too quickly on structures that rely on control and formalization, while, on the other hand, they themselves as managers are still primarily held accountable based on those bureaucratic principles. New organizational forms also assume that leadership is shared and distributed. This not only asks for a higher degree of self-management of employees, but also requires from formal leaders that such behavior is supported and encouraged. In our research and teaching on these changes in public organizations, we work closely with practice. That too is a matter of balancing, this time of public engagement with scientific independence"
3564084,Transgenerational effects of polycyclic aromatic hydrocarbon exposure on sheepshead minnows (Cyprinodon variegatus).,"Jasperse, L.; Levin, M.; Rogers, K.; Perkins, C.; Bosker, T.; Griffitt, R.J.; ... ; Guise, S. de                                                         2019",,Article / Letter to editor,open access,
3564088,Parental exposure to Deepwater Horizon oil in different environmental scenarios alters development of sheepshead minnow (Cyprinodon variegatus) offspring,"Jasperse, L.; Levin, M.; Rogers, K.; Perkins, C.; Bosker, T.; Griffitt, R.J.; ... ; Guise, S. de                                                         2019",,Article / Letter to editor,open access,
3564086,"Combined effects of salinity, temperature, hypoxia, and Deepwater Horizon oil on Fundulus grandis larvae","Serafin, J.; Guffey, S.C.; Bosker, T.; Griffitt, R.J.; Guise, S. de.; Perkins, C.; ... ; Sepulveda, M.S.                                                         2019",,Article / Letter to editor,open access,
3278439,Veteranen: veteranen en veteranenbeleid in Nederland,"Muller, E.R.; Giessen, M. van der; Kamphuis, P.H.; Rosenthal, U.; Valk, G.; Vermetten, H.J.G.M.                                                         2019",,Book editorial,metadata only,
3278745,"Tekst en Commentaar Openbare Orde en Veiligheid, zesde druk","Muller, E.R.; Brainich, E.; Rogier, L.J.J.; Brouwer, J.G.; Schilder, A.E.                                                         2019",,Book editorial,metadata only,
3285135,Integrity and interity policy in the future,"Muller, E.R.                                                         2019",,Part of book or chapter of book,metadata only,
3285136,"Institutionele context erkenning, waardering en zorg voor veteranen","Muller, E.R.                                                         2019",,Part of book or chapter of book,metadata only,
3285138,Detentie in perspectief,"Muller, E.R.                                                         2019",,Part of book or chapter of book,metadata only,
3285137,Veteranen en veteranenbeleid in perspectief,"Muller, E.R.                                                         2019",,Part of book or chapter of book,metadata only,
81978,Effects of Limited Access Orders on Science Policy and Scientific Cooperation,"Toshkov, D.D.; Mazepus, H.; Chulitskaya, T.; Ramasheuskaya, I.; Rabava, N.                                                         2019",,Research paper,open access,
82203,Anders kijken naar besturen. Verbind het horizontale met het verticale leiderschap.,"Groeneveld, S.M.                                                         2019",,Article / Letter to editor,open access,
3198944,De aanhouder wint? Demonstratieve kampementen in het licht van de Grondwet en het EVRM,"Apeldoorn, L.C.J. van                                                         2019",,Article / Letter to editor,metadata only,
85498,Kanttekeningen bij een oneigenlijke vraag: verward of terrorisme?,"Buuren, J. van; Sizoo, B.                                                         2019",,Contribution for newspaper or weekly magazine,open access,
85517,From reactive to proactive use of social media in emergency response: A critical discussion of the Twitcident Project,"Boersma, F.K.; Diks, D.; Ferguson, J.; Wolbers, J.                                                         2019",,Part of book or chapter of book,open access,"This chapter examines the introduction and implementation of the pilot project Twitcident in an emergency response room setting. Twitcident is a web-based system for filtering, searching and analyzing data on real-world incidents or crises. Social media data is seen as important for emergency response opera- tions: it can be used as an ‘early warning monitoring system’ to detect social unrest, and for improving common operational pictures (COPs). This chapter shows that the expectations on the functioning of the tool were not fully met: first it was hard for the response room professionals to make sense of the data and second, the management did not develop a proper project planning. The recommendations are twofold. On the one hand, the professionals who work with Twitcident must invest in developing new information management routines. On the other hand, the response room management needs to create a much more inclusive project learning strategy."
82733,Accountability and Blame Avoidance After Crises,"Kuipers, S.L.; Brandstrom, A.                                                         2019",,Part of book or chapter of book,open access,"The post-crisis accountability process is a purification ritual that serves to channel public emotions and enables re-equilibration after a severe disturbance of the sociopolitical order. Crisis accountability literature can be reviewed in terms of forums, actors, and consequences. This setup allows a systematic discussion of how crises impact: the accountability process in influencing its setting (the forum); the strategies of accountees and their opponents (actors); and the resulting outcomes in terms of reputation damage, sanctions, and restoration (consequences). There is a clear distinction between formal and informal accountability forums, with the media being almost exclusively informal, and judicial forums, accident investigators, and political inquiries having formal authority over accountability assessments. Yet, through the presence of formal authorities in media reporting, and because media frames influence the work of formal authorities, the different forums intensively interact in accountability processes. Looking at accountability strategies reveals that the number of actors involved in blame games is likely rising because of increasingly networked crisis responses, and the role of actors has become more important and personal in the crisis aftermath and accountability process. The consequences and success of individual actors in influencing the accountability outcomes is shaped by both institutional settings and individual skills and strategies. A current political power position that exceeds prior mistakes is an effective shield, and denial is the least effective though most commonly used strategy. Accountability processes remain a balancing act between rebuttal and repair. Yet after major crisis, renewal is possible, and post-crisis accountability can play a crucial role therein."
135513,Public value creation in digital government,"Panos, P.; Klievink, B.; Cordella, A.                                                         2019",,Article / Letter to editor,open access,"Public value theory offers innovative ways to plan, design, and implement digital government initiatives. The theory has gained the attention of researchers due to its powerful proposition that shifts the focus of public sector management from internal efficiency to value creation processes that occur outside the organization. While public value creation has become the expectation that digital government initiatives have to fulfil, there is lack of theoretical clarity on what public value means and on how digital technologies can contribute to its creation. The special issue presents a collection of six papers that provide new insights on how digital technologies support public value creation. Building on their contributions, the editorial note conceptualizes the realm of public value creation by highlighting: (1) the integrated nature of public value creation supported by digital government implementations rather than enhancing the values provided by individual technologies or innovations, (2) how the outcome of public value creation is reflected in the combined consumption of the various services enabled by technologies and (3) how public value creation is enabled by organizational capabilities and configurations."
3198942,A sceptic's guide to justice in international tax policy,"Apeldoorn, L.C.J. van                                                         2019",,Article / Letter to editor,metadata only,
138536,(F)actsheet: Onzekerheid in het sociaal domein,"Bernards, B.J.T.H.; Groeneveld, S.M.; Pas, S. van der; Voet, J. van der                                                         2019",,External research report,open access,
79368,Towards Appropriate Impact Evaluation Methods,"Pattyn, V.                                                         2019",,Article / Letter to editor,open access,
75825,"Politics, Bureaucracy and Successful Governance","Meier, K.J.                                                         2019",,Inaugural lecture,open access,
79370,"Pension Funds and Sustainable Investment: Comparing Regulation in the Netherlands, Denmark, and Germany","Anderson, K.; Zwan, N. van der; Wiß, T.                                                         2019",,Research paper,open access,
3198820,Technocratic or democratic interest representation? How different types of information affect lobbying success,"Flöthe, L.                                                         2019",,Article / Letter to editor,metadata only,
3198814,Activating the Research Methods Curriculum: A Blended Flipped Classroom,"Zwan, N.A.J. van der; Afonso, A.                                                         2019",,Article / Letter to editor,metadata only,"The blended flipped classroom is a partially online, partially offline course to teach social science research methods. Online, students watch video lectures, do readings, and complete short exercises to acquire basic knowledge of research methodologies and academic skills. Being set up modularly, the online environment offers flexibility regarding not only when to study but also what to study: students choose the methods they find useful for their thesis project. They then apply these methods and skills in a series of face-to-face workshops, which incorporate several forms of active learning, such as small-group work, mini-games, and in-class writing. Although more demanding than a traditional lecture course, the blended flipped classroom has had a positive effect on student performance in the research methods course as well as in subsequent thesis projects."
79035,The development of Kurdistan’s de facto statehood: Kurdistan’s September 2017 referendum for independence,"Palani, K.; Khidir, J.; Dechesne, M.; Bakker, E.                                                         2019",,Article / Letter to editor,open access,"This research aims to analyse the drivers which informed the decision and timing of Kurdistan’s independence referendum on 25 September 2017. Here we argue that any proper examination of these drivers must begin by investigating the relationship between the fight to counter the Islamic State begun in 2014, the disputes arising as a result of Kurdistan’s presidential election issue in 2015 and the internal political rivalry exacerbated by the question of whether to hold a referendum. The findings of this article highlight the centrality of de facto entities’ internal governance in their struggle towards statehood. The fight against IS served as a primary driver in influencing the timing and the approach of the September 2017 referendum. While the 2015 political deadlock resulting in the illegal extension of Barzani’s presidency was not a determining factor leading to the referendum, nonetheless it quickened the process and influenced the timing."
85979,Illicit Exploitation of Natural Resources,"Dam-de Jong, D.A.; Stewart, J.                                                         2019",,Part of book or chapter of book,open access,"Article 28A(1)(13) of the Protocol to the Statute of the African Court of Justice and Human Rights lists ‘Illicit exploitation of natural resources’ as a criminal offence within the Court’s jurisdiction. In conjunction with the new mandate of the African Court, which includes the exercise of jurisdiction over corporations for the first time in an international treaty, the prohibition of ‘illicit exploitation of natural resources’ creates an offence with especially sharp teeth, for businesspeople, their corporations, military actors and politicians. The crime constitutes an important innovation in international law, since it offers a distinct legal basis for prosecution of a wider array of acts covered by the war crime of pillage. Nonetheless, it also comes with a set of major limitations, not the least of which is its great vagueness. This chapter offers a critical doctrinal overview of the seven sub-offences that fall within the wider banner of this new crime of Illicit Exploitation, simultaneously pointing to a range of interpretative possibilities that might accord with recent thinking about the relationship between law and resource predation."
135497,Governing crowd-based innovations: an interdisciplinary research agenda,"Cuppen, E.; Klievink, B.; Doorn, N.                                                         2019",,Article / Letter to editor,open access,"The crowd increasingly plays a key role in facilitating innovations in a variety of sectors, spurred on by IT-developments and the concomitant increase in connectivity. Initiatives in this direction, captured under the umbrella-term ‘crowd-based innovations’ (CBI), offer novel opportunities in all domains of society by increasing the access, reach and speed of services and goods. At the same time, they signify important challenges because these innovations occur in a context of traditional, well-established institutionalarrangements. CBI create an ‘institutional void’: existing rules, standards and practices are challenged and renegotiated. This raises questions about the safeguarding of public values such as quality, legitimacy, efficiency and governance of crowd-based innovations. The objective of this perspective piece is to presentan interdisciplinary research agenda to address normative challenges for governing CBI. We will argue that such an agenda needs an integrated empirical-normative approach. We will detail three lines of empirical-normative research that together build up towards an interdisciplinary agenda."
79369,EU Rules Beyond its Borders: The Policy‐specific Effects of Transgovernmental Networks and EU Agencies in the European Neighbourhood,"Shyrokykh, K.; Rimkutė, D.                                                         2019",,Article / Letter to editor,open access,
3200650,Empowering the subaltern? Critical approaches to Japan’s human security policy in Myanmar,"Black, L.O.; Hwang, Y.                                                         2019",,Article / Letter to editor,open access,
76215,Migrant Workers or Working Women? Comparing Labour Supply Policies in Post-War Europe,"Afonso, A.                                                         2019",,Article / Letter to editor,open access,"Why did some European countries choose migrant labour to expand their labour force in the decades that followed World War II, while others opted for measures to expand female employment via welfare expansion? The paper argues that gender norms and the political strength of the left were important structuring factors in these choices. Female employment required a substantial expansion of state intervention (e.g. childcare; paid maternity leave). Meanwhile, migrant recruitment required minimal public investments, at least in the short term, and preserved traditional gender roles. Using the contrasting cases of Sweden and Switzerland, the article argues that the combination of a weak left (labour unions and social democratic parties) and conservative gender norms fostered the massive expansion of foreign labour and a late development of female labour force participation in Switzerland. In contrast, more progressive gender norms and a strong labour movement put an early end to guest worker programmes in Sweden, and paved the way for policies to promote female labour force participation."
3198802,Sort it Out! On the Use of Lotteries for Parliament Reform,"Poama, A.                                                         2019",,Article / Letter to editor,metadata only,
85497,Verward geweld of geweld verward,"Buuren, J. van; Sizoo, B.                                                         2019",,Article / Letter to editor,open access,
79029,Meeting expectations in the EU regulatory state? Regulatory communications amid conflicting institutional demands,"Busuioc, M.; Rimkutė, D.                                                         2019",,Article / Letter to editor,open access,
78940,Public Professionals’ Engagement in Coproduction: The Impact of the Work Environment on Elderly Care Managers’ Perceptions on Collaboration With Client Councils,"Eijk, C.J.A. van; Steen, T.P.S.; Torenvlied, R.                                                         2019",,Article / Letter to editor,open access,
4211727,Terror in time: extending culturomics to address basic terror management mechanisms,"Dechesne, M.; Bandt-Law, B.                                                         2019",,Article / Letter to editor,open access,
79367,Punition,"Poama, A.                                                         2019",,Part of book or chapter of book,open access,
3198995,Consensus Democracy and Bureaucracy in the Low Countries,"Meer, F.M. van der; Dijkstra, G.S.A.; Berg, C.F. van den; Steen, T.P.S.; Dijck, C. van                                                         2019",,Article / Letter to editor,metadata only,
77823,The Unforeseen 2012 Crisis in Mali: The Diverging Outcomes of Risk and Threat Analyses,"Boeke, S.; Valk, G.G. de                                                         2019",,Article / Letter to editor,open access,"The 2012 crisis in Mali, where the state collapsed and terrorist groups took over the north, came as a surprise to many. Mali had been considered a poster-child for democracy and was judged as considerably more stable than its neighbors by leading quantitative indices of state fragility. This article explores how quantitative risk and qualitative threat approaches led to incomplete analyses, and how bureaucratic processes stifled a holistic diagnosis of the situation in Mali. French and Dutch government views are analyzed, adding new empirical information on how ministries and embassies were unwilling to call out disconcerting developments in Mali."
79047,Strategies to Gain International Recognition: Iraqi Kurdistan's September 2017 Referendum for Independence,"Palani, K.; Khidir, J.; Dechesne, M.; Bakker, E.                                                         2019",,Article / Letter to editor,open access,"Despite the growing interest in the study of de facto states, our understanding of the conditions under which these entities construct and change strategies to gain international recognition remains partial. The aim of this article is to answer the following questions: firstly, what strategies did the Kurdistan Region of Iraq adopt in its pursuit of international recognition? And secondly, what internal and external dynamics are responsible for changing these recognition strategies? To do so, we analyse 68 speeches, interviews and statements from former KRI President Masoud Barzani, from the public announcement of an independence referendum on 7 June 2017 to the holding of the referendum on 25 September 2017, looking into his arguments for independence and how internal and external dynamics have shaped the KRI's recognition strategies. Drawing on the case of the KRI, the article tries to provide insights into how de facto states construct their arguments for statehood."
77816,Representation through information? When and why interest groups inform policymakers about public preferences,"Flöthe, L.                                                         2019",,Article / Letter to editor,open access,"While interest groups are often seen as transmission belts of public preferences, little is known as to how they might transmit such preferences. This paper argues that the provision of information is one mechanism through which advocates represent their constituents’ interests and analyses who informs policymakers about these preferences and when actors are more likely to do so. The study relies on a new dataset containing information on the arguments advocates made in public hearings that were held on 34 specific policy issues in Germany. The results reveal that the amount of information on public preferences an actor provides is determined by actor type, its public support and position on the issue. Interestingly, information on public preferences is predominantly used by status-quo defenders. This paper contributes to our understanding of interest groups as transmission belts and their potential to enhance governments’ ability to respond to public preferences."
3200485,All about the money? A cross-national study of parties’ relations with trade unions in 12 western democracies.,"Allern, E.H.; Hansen, V.W.; Otjes, S.; Rasmussen, A.; Røed, M.; Bale, T.                                                         2019",,Article / Letter to editor,metadata only,
76218,Can Government Public Communications Elicit Undue Trust? Exploring the Interaction between Symbols and Substantive Information in Communications,"Alon Barkat, S.                                                         2019",,Article / Letter to editor,open access,"Effective public communications have been proposed as a remedy for citizens’ distrust in government. Recent studies pointed to the emotional effect of symbolic elements, entangled in government public communications (e.g., logos, images, and celebrities). Still, they did not examine the interaction between these symbols and the substantive information in communications about bureaucracies’ performance and policies. Exploring this interaction is important for understanding the theoretical mechanisms underlying the effect of symbolic communication on citizens’ trust. Also, it is essential to assess symbols’ potency to unduly compensate for unfavorable or logically unpersuasive information, and enable public organizations to escape justified public criticism. Building on the social psychology Elaboration Likelihood Model, I theorize that symbols may increase citizens’ trust by conducing citizens to pay less attention to logically unpersuasive information, and thus offsetting its negative effect. I test this indirect mechanism via a large survey experiment, focusing on the Israeli Environment Protection Ministry. The experimental results support the research hypotheses and suggest that the effect of symbolic elements is stronger when communications include logically unpersuasive information. I discuss the implications of these findings for democratic responsiveness and accountability."
74606,Designing 'context-specific' regional innovation policy: a study on the role of regional government in six European regions,"Corvers, F.B.J.A.                                                         2019",,Doctoral Thesis,open access,"The aim of this study is to investigate how regional government matters in designing ‘context-specific’ regional innovation policy. To that end, the study develops a Public Administration framework to conceptualise the different roles theoretically and applies this framework to capture these roles empirically in six European regions. The study employs a descriptive, multiple-case study research method comparing six regions, three German and three British regions. Qualitative data have been gathered from an existing dataset through archival records research and documentation analysis.   The assumption that regions endowed with regional autonomy are better at contextualized policy design is not confirmed in this study. Instead, among the six case studies a great variety of regional government roles was found irrespective of government system type, and all regions engaged in multiple roles throughout the policy process to succeed at designing their ‘context-specific’ regional innovation policy.   Understanding how ‘context-specific’ regional innovation policy comes about requires a differentiated conceptualisation of the role of regional government. This is the overall conclusion of the study. The study generates new insights about ‘context-specific’ regional innovation policy and makes an important contribution to better understanding the role of regional government as a policy-making actor to develop such a policy."
82673,An Innovation Agenda for UN 75: The Albright-Gambari Commission and the Road to 2020,"Ponzio, R.; Larik, J.; Petcu, C.; Durch, W.; Kiel, R.; Ledesma, L.                                                         2019",,External research report,open access,"With the proliferation of advanced military and information technologies, growing ease of movement, increasing climate instability, and the rise of violent extremism, conflict and state fragility have increased since reaching a twenty-year low in 2010. In 2017, the latest year with complete data, nearly ninety-two thousand individuals lost their lives in various forms of violent conflict.Countries also face many cross-border economic threats and challenges—including weaknesses in cyberspace infrastructure, loss of tax revenues to illicit financial flows, illegal exploitation of natural resources, and other corrupt practices—that inhibit the growth of economies and the ability of governments to enhance economic resilience, especially in the Global South. Even more alarming, if humankind cannot find its way to limit average global warming to less than 1.5°C (looming as soon as 2030), further severe climatic changes are anticipated, including intensified biodiversity loss, storm surges, drought, desertification, and sea level rise of up to one meter by 2100.In the face of these global challenges, “we the peoples” are currently a house divided. In addition to “the West versus the rest” or “Global North versus Global South,” there are numerous divisions and discrepancies within and across societies along racial, gender, socioeconomic, and other lines. And as the discourse of recent years has shown, perceived injustices are at least as divisive as measurable discrepancies. The feeling of not benefitting (enough) from globalization is coupled with a desire to redefine national identities as incompatible with global citizenship and attempts to close states off from the outside world by putting up walls and fences, denouncing international agreements, and leaving common institutions.The roots of current discontents with global governance lie in the actual and perceived lack of justice and human security for many individuals in a globalized world. The current crisis of global governance undermines international support mechanisms intended to build resilience, reduce corruption, combat extremism, and ensure regional stability in global trouble spots.Therefore, global action by governments, international organizations, and global civil society— underpinned by a new global ethic—to reverse these dangerous trends has become the moral and practical imperative of the present era. Since the launch, in 2015, of the Report of the Commission on Global Security, Justice & Governance,, a concerted effort has been made to promote urgently needed global governance innovations, looking toward and continuing through the United Nations’ seventy-fifth anniversary in 2020.After much hard work by many parties, in June 2019 the UN General Assembly (A/RES/73/299) set into motion multilateralnegotiations on a “concise, substantive, forward-looking and unifying declaration that captures Member States’ collective commitment to multilateralism and to the United Nations and their shared vision for a common future” for consideration at a Heads of State Summit that is to gather in New York in September 2020, just one month before the seventy-fifth anniversary of the UN’s founding (“UN 75”). Detailed in this study, we offer an updated, based on the Albright- Gambari Commission’s original analysis, broader reform recommendations, and worldwide consultations."
82972,‘A Rough Trade’? Towards a More Sustainable Minerals Supply Chain,"Dam-de Jong, D.A.                                                         2019",,Article / Letter to editor,open access,"Target 16.6 of the 2015 Sustainable Development Goals (sdgs) seeks to create ‘effective, accountable and transparent institutions at all levels’ for the purpose of achieving sustainable development. Nevertheless, the inherent vagueness of the notions of transparency and accountability poses difficulties for achieving the target. This is why this article examines how these notions have been conceptualized in international legal discourse and applied in practice. It does so within the context of the trade in natural resources that finance armed conflict, which is considered detrimental to the development opportunities of developing countries. The article examines how two of the most important initiatives in this field, namely the Kimberley Process for the Certification of Rough Diamonds and the oecd Due Diligence Guidance for Responsible Supply Chains of Minerals from Conflict-affected and High-risk Areas, operationalize transparency and accountability. It posits that both initiatives fall short of establishing full accountability. However, notwithstanding their flaws and limitations, they make a valuable contribution to achieving target 16.6."
77830,The costs of interest representation – a resource perspective on informational lobbying,"Flöthe, L.                                                         2019",,Article / Letter to editor,open access,"While expert information and information on public preferences are seen as key resources that interest groups provide to policymakers, little is known about the resources that are necessary to acquire such information. Existing scholarship argues that financial resources enhance a group’s ability to supply information, which could be problematic as it suggests that resource poor groups are disadvantaged when lobbying policymakers. Applying a resource perspective to informational lobbying, this paper argues that different information types require different resources and that financial means are less important than assumed. The predictions are tested using a new dataset and survey of 383 advocates active on 50 specific policy issues in five West European countries. The results show that while economic resources are indeed associated with a higher amount of expert information, political capacities allow a group to provide both expert information and information on public preferences. This suggests that groups can rely on other than economic resources for information provision."
3198955,De kunst van het jongleren met publieke waarden,"Huisman, M.; Groeneveld, S.M.; Kuipers, B.                                                         2019",,Article / Letter to editor,metadata only,
77959,Making energy personal: Policy coordination challenges in UK smart meter implementation,"Giest, S.N.                                                         2019",,Article / Letter to editor,open access,"Governments are increasingly facilitating the roll-out of so-called “smart metres,” a technology for measuring energy consumption and able to transmit and receive data using a form of electronic communication. However, implementation has been slow or even stalled. To identify some of the causes for this, the policy coordination perspective serves as a lens to unravel the different elements involved in smart meter implementation. The research adds the demand and supply dimension to account for market dynamics and public engagement challenges in the process. A case study of the UK finds that government efforts are challenged by the timely and coherent coordination of diverse stakeholders and regulatory measures."
77825,Bureaucratic structures and organizational commitment: findings from a comparative study of 20 European countries,"Suzuki, K.; Hur, H.                                                         2019",,Article / Letter to editor,open access,"Do civil servants in some countries have higher organizational commitment? Is there any substantial cross-national variation in the form and degree of commitment? Good governance studies show a positive link between Weberian bureaucracy and favourable macro-level outcomes. However, previous comparative research is silent regarding cross-national differences of individual bureaucrats’ attitudes and their relationship with national bureaucratic structures. Employing social exchange theory, we argue that closed civil service systems produce higher commitment in senior public officials than open systems do. Using two large data sets in 20 European countries, we find closed systems are associated with continuance and normative commitment."
76154,The 2017 incidents in the Aegean and Turkish foreign policy: using Q-methodology to examine Greek viewpoints,"Karakasis, V.                                                         2019",,Article / Letter to editor,open access,"In January 2017, relations between Greece and Turkey were under severe strain when warships from both sides engaged in a brief standoff near a pair of uninhabited Greek ‘islets’ in the Aegean, whose sovereignty is disputed by Turkey. Theoretically informed by the literature of foreign policy analysis, we examine how the Greek diplomats, military officers and political analysts interpreted Turkey’s behaviour at that particular time. The article considers the following research question: which factors, from a Greek point of view, explain Turkey’s foreign policy in the Aegean in January 2017? Our theoretical expectation is that, in the aftermath of the coup attempt in Turkey, Greek diplomats, military officers and political analysts would ascribe domestic calculations into Turkey’s activities. We employed Q- methodology to uncover socially shared perspectives on this topic. Based on our findings, we uncovered two viewpoints: (1) Turkey’s diachronic strategy in the Aegean and (2) the strongman style. According to the former and most widely shared viewpoint, a consistent ‘rationalist’ strategy to change the status quo in the Aegean explains Turkey’s behaviour. According to the second one, the belief system of Turkey’s leadership legitimises the use of force in the conduct of foreign policy."
84920,On the person and office of the sovereign in Hobbes’ Leviathan,"Apeldoorn, L.C.J. van                                                         2019",,Article / Letter to editor,open access,
76153,Learning from crisis: The role of enquiry commissions,"Renå, H.; Christensen, J.                                                         2019",,Article / Letter to editor,open access,"The literature on crisis learning has thus far paid little attention to the institutional channels through which governments draw lessons from crisis events. This paper examines theoretically and empirically a key institutional site for crisis learning: enquiry commissions. The theoretical argument is illustrated by analysing the enquiry commission that examined the 2011 terrorist attacks in Norway. The paper argues that the work of enquiry commissions exhibits tensions that condition the subsequent opportunities of government to learn from crisis. The paper shows how the lessons drawn by the commission investigating the attacks were shaped by the commission's dual function, by the dominant professional perspectives within the group, and by the specific models of decision‐making and assessment standards that the commission adopted."
77951,The individual level effect of symbolic representation: An experimental study on teacher-student gender congruence and students’ perceived abilities in math,"Doornkamp, L.; Bekerom, P. van den; Groeneveld, S.                                                         2019",,Article / Letter to editor,open access,"Studies on representative bureaucracy have often confirmed the positive performance effects of bureaucracies mirroring the demographic characteristics of their clientele. However, little is known about the underlying individual level mechanisms leading to these outcomes. In this study, theoretical ideas from representative bureaucracy literature and social and educational psychology are combined in a new model that explains effects of passive representation from the perspective of the individual client in the educational field. It is hypothesized that positive effects of gender congruence on students’ academic self-concepts are mediated by gender stereotypical beliefs of students. This mediation is expected to be moderated by the self-confidence of the teacher. Results of a survey experiment among students in a Dutch high school do not support the hypothesized relationships. The study does reveal gender differences in stereotypical beliefs and academic self-concepts though. Furthermore, the academic self-concept for math of both male and female students is higher if the math teacher is a woman. The study concludes with a discussion of the findings and avenues for future research on the role of stereotypical beliefs in the association between gender representation and student performance."
